Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
363;19700186842;"International Journal of Open Source Software and Processes";journal;"19423934, 19423926";"IGI Global Publishing";No;No;0,130;Q4;12;1;19;43;8;19;0,50;43,00;0,00;0;1;United States;Northern America;"IGI Global Publishing";"2009-2012, 2014-2024";"Software (Q4)";"Computer Science"
364;21100810444;"Telfor Journal";journal;"23349905, 18213251";"Academic Mind";Yes;Yes;0,130;Q4;10;6;41;144;14;41;0,42;24,00;18,75;0;3;Serbia;Eastern Europe;"Academic Mind";"2016-2024";"Computer Networks and Communications (Q4); Media Technology (Q4); Radiation (Q4); Signal Processing (Q4); Software (Q4)";"Computer Science; Engineering; Physics and Astronomy"
365;21100933317;"Journal of Information Systems Security";journal;"15510123, 15510808";"Information Institute";No;No;0,129;Q4;3;15;35;431;10;24;0,23;28,73;26,32;0;4;United States;Northern America;"Information Institute";"2019-2024";"Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
366;22782;"Reliable Computing";journal;"13853139, 15731340";"Springer Netherlands";No;No;0,129;Q4;36;3;18;24;2;18;0,20;8,00;50,00;0;0;Netherlands;Western Europe;"Springer Netherlands";"1995-2008, 2010-2018, 2021-2022, 2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Software (Q4)";"Computer Science; Mathematics"
367;19400157203;"Journal of WSCG";journal;"12136964, 12136972";"Vaclav Skala Union Agency";Yes;No;0,124;Q4;13;12;66;332;17;66;0,26;27,67;7,89;0;2;Czech Republic;Eastern Europe;"Vaclav Skala Union Agency";"2009-2024";"Computational Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Software (Q4)";"Computer Science; Mathematics"
368;145346;"Machine Graphics and Vision";journal;"2720250X, 12300535";"Institute of Information Technology, Warsaw University of Life Sciences - SGGW";No;No;0,124;Q4;14;9;34;498;20;34;0,55;55,33;20,00;0;2;Poland;Eastern Europe;"Institute of Information Technology, Warsaw University of Life Sciences - SGGW";"2004-2011, 2013-2014, 2016-2024";"Computer Graphics and Computer-Aided Design (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
369;145264;"Transactions of the Japanese Society for Artificial Intelligence";journal;"13460714";"Japanese Society for Artificial Intelligence";No;No;0,123;Q4;18;48;114;1239;26;113;0,31;25,81;16,20;0;6;Japan;Asiatic Region;"Japanese Society for Artificial Intelligence";"2001-2025";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
370;21101052735;"International Journal of Asia Digital Art and Design";journal;"21897441, 17388074";"Asia Digital Art and Design Association";No;No;0,118;Q4;2;9;25;180;5;25;0,06;20,00;22,22;0;3;Japan;Asiatic Region;"Asia Digital Art and Design Association";"2019-2024";"Visual Arts and Performing Arts (Q3); Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Arts and Humanities; Computer Science"
371;6700153285;"International Journal of Mobile Network Design and Innovation";journal;"17442869, 17442850";"Inderscience Enterprises Ltd";No;No;0,113;Q4;12;12;20;262;5;20;0,15;21,83;24,00;0;5;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2007, 2009-2024";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
372;25497;"Journal of Automation and Information Sciences";journal;"10642315";"Begell House Inc.";No;No;0,107;Q4;23;0;7;0;2;7;0,00;0,00;0,00;0;0;United States;Northern America;"Begell House Inc.";"1995-2021";"Control and Systems Engineering (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering"
373;27842;"Ada User Journal";journal;"13816551";"";No;No;0,105;Q4;6;0;113;0;4;90;0,04;0,00;0,00;0;0;Portugal;Western Europe;"";"1999-2023";"Software (Q4)";"Computer Science"
374;21100912972;"Cutter Business Technology Journal";journal;"24753718, 24753742";"Cutter Consortium";No;No;0,104;Q4;5;75;64;1027;4;61;0,06;13,69;35,42;0;24;United States;Northern America;"Cutter Consortium";"2016-2019, 2023-2025";"Business and International Management (Q4); Computer Science Applications (Q4); Management of Technology and Innovation (Q4); Software (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science"
375;4900153227;"Computer Software";journal;"02896540";"Japan Society for Software Science and Technology";No;No;0,100;Q4;7;41;119;600;5;104;0,05;14,63;20,00;0;0;Japan;Asiatic Region;"Japan Society for Software Science and Technology";"2000-2024";"Software (Q4)";"Computer Science"
376;21101023684;"Fabriksoftware";journal;"25697692";"Gito Verlag";No;No;0,100;Q4;2;43;113;49;0;68;0,00;1,14;27,78;0;6;Germany;Western Europe;"Gito Verlag";"2018-2024";"Computer Science Applications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
377;21101072199;"EAI Endorsed Transactions on Scalable Information Systems (discontinued)";journal;"20329407";"European Alliance for Innovation";Yes;Yes;;-;18;78;247;2143;407;247;1,47;27,47;40,00;0;17;Belgium;Western Europe;"European Alliance for Innovation";"2014-2024";"Computer Networks and Communications; Computer Science Applications; Hardware and Architecture; Information Systems; Information Systems and Management; Software";"Computer Science; Decision Sciences"
378;25476;"Intelligent Automation and Soft Computing (discontinued)";journal;"10798587, 2326005X";"Tech Science Press";No;No;;-;41;11;1433;350;3517;1433;2,44;31,82;22,00;0;1;United States;Northern America;"Tech Science Press";"1995-2024";"Artificial Intelligence; Computational Theory and Mathematics; Software; Theoretical Computer Science";"Computer Science; Mathematics"
379;21101272039;"International Computer Science and Engineering Conference";journal;"23815035";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;65;0;1204;0;0;0,00;18,52;28,71;0;14;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Information Systems; Information Systems and Management; Renewable Energy, Sustainability and the Environment; Software";"Computer Science; Decision Sciences; Energy; Mathematics"
380;21101260457;"Proceedings of the Austrian Workshop on Microelectronics, Austrochip";journal;"26898152, 26898144";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;24;0;315;0;0;0,00;13,13;6,67;0;1;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Electrical and Electronic Engineering; Software";"Computer Science; Engineering"
381;24847;"Revue d'Intelligence Artificielle (discontinued)";journal;"19585748, 0992499X";"International Information and Engineering Technology Association";No;No;;-;25;38;360;1408;634;360;1,65;37,05;32,98;0;12;France;Western Europe;"International Information and Engineering Technology Association";"1995-2024";"Artificial Intelligence; Software";"Computer Science"
